,holeid,mid_x,mid_y,mid_z,from,to,Length,MAGSUS_MOD,MINDOM_MOD,UG_MOD,DTT_Mass_Recovery,Fe_pct_DTT,Magnetite_pct,MS_Actual,Lith,Litho_2,Ag_ppm,Al_pct,As_ppm,Au_ppm,Ba_ppm,Be_ppm,Bi_ppm,Ca_pct,Cd_ppm,Co_ppm,Cr_ppm,Cu_pct,Fe_pct,Ga_ppm,K_pct,La_ppm,Mg_pct,Mn_ppm,Mo_ppm,Na_pct,Ni_ppm,P_ppm,Pb_ppm,S_pct,Sb_ppm,Sc_ppm,Si_pct,SiO2_pct,Sr_ppm,Th_ppm,Ti_pct,Tl_ppm,U_ppm,V_ppm,W_ppm,Zn_ppm,Cu_Sulf_Mode,FeOx_1_Mode_1,FeOx_1_Mode_2,FeOx_1_Type,FeOx_2_Mode_1,FeOx_2_Mode_2,FeOx_2_Type,Py_Min_Mode_1,Py_Min_Mode_2,Ac,Alb,Cb,Ch,Cp,Cu_Sulfide_pct,Ep,FeOx_1_pct,FeOx_2_pct,He_s,He_t,Hem,Kspar,Lm,Mt,Py,Qz,Sr
1190,4a3-10-376DD,399822.0531,7072666.664,944.0132826,273.28,273.65,0.37,in,Mixture,BX,19.5,30.08,13.12,8653.0,FEOX,MANTO,,2.33,100.0,0.042,,,,7.03,,60.0,100,0.202,28.5,,0.4,,2.01,2300,,,50.0,500,100.0,0.05,,,13.6,29.104,,,0.12,,,,,100,,904.0,,b,100.0,302.0,f,,,0.0,0.0,2.0,0.0,0.0,0.0,0.0,70.0,10.0,10.0,10.0,0.0,0.0,3.0,60.0,0.0,0.0,0.0
1191,4a3-10-376DD,399821.9845,7072666.639,943.6607762,273.65,274.0,0.35,in,Mixture,BX,19.5,30.08,13.12,8653.0,FLBX,FAULT,,2.33,100.0,0.042,,,,7.03,,60.0,100,0.202,28.5,,0.4,,2.01,2300,,,50.0,500,100.0,0.05,,,13.6,29.104,,,0.12,,,,,100,,504.0,221.0,a,504.0,222.0,e,,,1.0,1.0,2.0,2.0,0.0,0.0,0.0,10.0,10.0,10.0,5.0,0.0,0.0,3.0,10.0,0.0,0.0,0.0
1192,4a3-10-376DD,399820.6888,7072666.171,937.0171199,279.32,281.9,2.58,in,Sulfides,BX,11.5,23.29,7.34,5762.0,FLBX,FAULT,,1.92,100.0,0.114,,,,13.1,,50.0,100,0.234,23.3,,0.4,,0.78,3900,,,50.0,300,100.0,0.39,,,11.1,23.754,,,0.12,,,,,100,,504.0,221.0,a,504.0,221.0,e,504.0,,2.0,1.0,2.0,2.0,0.0,0.0,0.0,15.0,8.0,8.0,8.0,0.0,0.0,2.0,15.0,0.5,0.0,0.0
1193,4a3-10-376DD,399820.4329,7072666.079,935.7049494,281.9,282.0,0.1,in,Sulfides,BX,11.5,23.29,7.34,5762.0,FEOX,MANTO,,1.92,100.0,0.114,,,,13.1,,50.0,100,0.234,23.3,,0.4,,0.78,3900,,,50.0,300,100.0,0.39,,,11.1,23.754,,,0.12,,,,,100,,902.0,506.0,a,100.0,302.0,f,504.0,,0.0,1.0,1.0,1.0,0.0,0.0,0.0,70.0,5.0,0.0,5.0,0.0,0.0,2.0,70.0,1.0,0.0,0.0
1194,4a3-10-376DD,399812.2721,7072663.283,893.5282379,324.0,326.0,2.0,out,Sulfides,BX,2.5,20.1,1.26,1427.0,ANLT,ANDT,,5.37,100.0,0.196,,,,2.77,,510.0,100,1.64,22.8,,2.4,,3.09,2500,,,120.0,600,100.0,3.23,,,17.0,36.38,,,0.63,,,,,100,,504.0,222.0,a,504.0,221.0,e,504.0,,1.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,5.0,5.0,0.0,0.0,1.0,0.0,2.0,0.7,1.0,0.0
1195,4a3-10-376DD,399809.0406,7072662.249,876.8446948,342.0,342.05,0.05,out,CuOx,BX,4.1,17.33,2.55,1264.0,FLBX,FAULT,,5.84,100.0,0.012,,,,8.18,,90.0,200,0.381,17.75,,1.9,,3.07,3100,,,60.0,600,100.0,0.04,,,13.7,29.318,,,0.73,,,,,100,504.0,504.0,221.0,e,,,,504.0,,0.0,1.0,1.0,2.0,0.0,0.1,0.0,1.0,0.0,1.0,5.0,0.0,0.0,10.0,0.0,0.3,1.0,0.0
1196,4a3-10-376DD,399809.0216,7072662.243,876.7466966,342.05,342.2,0.15,out,CuOx,BX,4.1,17.33,2.55,1264.0,FAUL,,,5.84,100.0,0.012,,,,8.18,,90.0,200,0.381,17.75,,1.9,,3.07,3100,,,60.0,600,100.0,0.04,,,13.7,29.318,,,0.73,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,
1197,4a3-10-376DD,399808.8364,7072662.186,875.7912061,342.2,344.0,1.8,out,CuOx,BX,4.1,17.33,2.55,1264.0,FLBX,FAULT,,5.84,100.0,0.012,,,,8.18,,90.0,200,0.381,17.75,,1.9,,3.07,3100,,,60.0,600,100.0,0.04,,,13.7,29.318,,,0.73,,,,,100,,504.0,,a,504.0,221.0,e,,,2.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,3.0,3.0,2.0,0.0,0.0,5.0,1.0,0.0,1.0,0.0
1198,4a3-10-376DD,399807.0527,7072661.632,866.5785822,352.0,353.0,1.0,out,Sulfides,BX,4.6,12.07,2.79,1137.0,ANLT,ANDT,,6.6,100.0,0.025,,,,9.2,,100.0,100,0.286,13.15,,2.1,,1.15,3200,,,50.0,900,100.0,0.57,,,15.4,32.956,,,0.84,,,,,100,504.0,504.0,,a,222.0,,e,504.0,221.0,1.0,1.0,2.0,2.0,0.3,0.3,0.0,20.0,3.0,3.0,3.0,0.0,0.0,5.0,20.0,0.5,1.0,0.0
1199,4a3-10-376DD,399806.8633,7072661.574,865.5984537,353.0,354.0,1.0,out,Sulfides,BX,4.6,12.07,2.79,1137.0,ANLT,ANDT,,6.6,100.0,0.025,,,,9.2,,100.0,100,0.286,13.15,,2.1,,1.15,3200,,,50.0,900,100.0,0.57,,,15.4,32.956,,,0.84,,,,,100,504.0,504.0,,a,504.0,221.0,e,504.0,221.0,1.0,2.0,1.0,2.0,0.7,0.7,0.0,15.0,1.0,1.0,1.0,0.0,0.0,2.0,15.0,1.0,2.0,0.0
1200,4a3-10-376DD,399804.3122,7072660.77,852.3660625,366.0,368.0,2.0,out,Sulfides,BX,6.3,17.56,2.74,3930.0,FLBX,FAULT,,4.1,100.0,0.053,,,,10.7,,20.0,100,0.511,18.0,,1.0,,1.11,3300,,,50.0,600,100.0,0.7,,,13.75,29.425,,,0.46,,,,,100,504.0,504.0,,a,504.0,221.0,e,504.0,221.0,1.0,0.0,2.0,2.0,1.5,1.5,0.0,15.0,1.0,1.0,1.0,0.0,0.0,0.0,15.0,0.5,0.0,0.0
1201,4a3-10-376DD,399803.6201,7072660.551,848.7736623,370.0,371.33,1.33,out,Sulfides,BX,6.0,11.3,3.68,3010.0,FLBX,FAULT,,6.22,100.0,0.038,,,,11.55,,40.0,100,0.37,11.5,,0.9,,1.78,3300,,,50.0,800,100.0,0.83,,,14.75,31.565,,,0.82,,,,,100,504.0,504.0,,a,504.0,221.0,e,504.0,,2.0,0.0,3.0,2.0,1.0,1.0,0.0,8.0,0.5,0.5,0.0,0.0,0.0,0.0,8.0,0.3,0.0,0.0
1202,4a3-10-376DD,399803.4407,7072660.494,847.8424808,371.33,371.9,0.57,out,Sulfides,BX,6.0,11.3,3.68,3010.0,FAUL,,,6.22,100.0,0.038,,,,11.55,,40.0,100,0.37,11.5,,0.9,,1.78,3300,,,50.0,800,100.0,0.83,,,14.75,31.565,,,0.82,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,
1203,4a3-10-376DD,399803.3775,7072660.474,847.5141168,371.9,372.0,0.1,out,Sulfides,BX,6.0,11.3,3.68,3010.0,FLBX,FAULT,,6.22,100.0,0.038,,,,11.55,,40.0,100,0.37,11.5,,0.9,,1.78,3300,,,50.0,800,100.0,0.83,,,14.75,31.565,,,0.82,,,,,100,504.0,504.0,,a,504.0,221.0,e,504.0,221.0,0.0,0.0,3.0,2.0,0.7,0.7,0.0,10.0,1.0,1.0,0.0,0.0,0.0,0.0,10.0,0.5,1.0,0.0
1204,4a3-10-376DD,399802.0462,7072660.053,840.6037698,378.0,380.0,2.0,out,Sulfides,BX,6.6,13.59,3.95,4025.0,FLBX,FAULT,,6.68,100.0,0.05,,,,7.08,,90.0,100,0.317,14.3,,0.8,,2.31,2600,,,50.0,800,100.0,0.99,,,17.4,37.236,,,0.88,,,,,100,504.0,504.0,,a,504.0,221.0,e,504.0,221.0,0.0,0.0,3.0,2.0,0.7,0.7,0.0,10.0,1.0,1.0,0.0,0.0,0.0,0.0,10.0,0.5,1.0,0.0
1205,4a3-10-376DD,399800.2522,7072659.486,831.2919548,387.0,390.0,3.0,out,Sulfides,VLCL_BOTTOM,2.8,10.08,1.65,2384.0,ANLT,ANDT,,7.81,100.0,0.006,,,,4.33,,20.0,200,0.262,10.9,,1.2,,3.02,1800,,,50.0,1100,100.0,0.33,,,19.6,41.944,,,1.02,,,,,100,504.0,504.0,221.0,a,504.0,221.0,e,504.0,,1.0,1.0,1.0,2.0,1.0,1.0,0.0,8.0,1.0,1.0,0.0,0.0,1.0,0.0,8.0,0.5,0.0,1.0
1206,4a3-10-376DD,399799.0247,7072659.098,824.9207129,394.0,396.0,2.0,out,Sulfides,VLCL_BOTTOM,13.7,20.31,8.84,11500.0,ANLT,ANDT,,5.41,100.0,,,,,5.13,,80.0,100,0.081,20.5,,1.7,,2.73,2000,,,50.0,700,100.0,0.9,,,15.85,33.919,,,0.72,,,,,100,504.0,504.0,221.0,a,504.0,221.0,e,504.0,,1.0,1.0,3.0,2.0,0.7,0.7,0.0,15.0,10.0,10.0,0.0,0.0,1.0,0.0,15.0,0.5,0.0,1.0
1207,4a3-10-376DD,399798.3563,7072658.887,821.4508365,398.0,399.08,1.08,in,Sulfides,VLCL_BOTTOM,7.1,20.0,3.73,15120.0,FEOX,MANTO,,3.23,100.0,0.041,,,,5.47,,300.0,100,0.342,32.2,,1.3,,1.54,1600,,,50.0,500,100.0,2.4,,,12.15,26.001,,,0.38,,,,,100,504.0,904.0,,d,,,,504.0,221.0,1.0,1.0,2.0,2.0,0.5,0.5,0.0,55.0,0.0,35.0,0.0,0.0,1.0,0.0,20.0,1.0,0.0,1.0
1208,4a3-10-376DD,399798.2033,7072658.838,820.6568818,399.08,399.62,0.54,in,Sulfides,VLCL_BOTTOM,7.1,20.0,3.73,15120.0,ANLT,ANDT,,3.23,100.0,0.041,,,,5.47,,300.0,100,0.342,32.2,,1.3,,1.54,1600,,,50.0,500,100.0,2.4,,,12.15,26.001,,,0.38,,,,,100,,504.0,,a,504.0,221.0,e,504.0,221.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,10.0,5.0,5.0,0.0,0.0,1.0,0.0,10.0,1.0,0.0,0.0
1209,4a3-10-376DD,399798.1164,7072658.811,820.2059939,399.62,400.0,0.38,in,Sulfides,VLCL_BOTTOM,7.1,20.0,3.73,15120.0,FLBX,FAULT,,3.23,100.0,0.041,,,,5.47,,300.0,100,0.342,32.2,,1.3,,1.54,1600,,,50.0,500,100.0,2.4,,,12.15,26.001,,,0.38,,,,,100,504.0,504.0,,a,504.0,222.0,e,504.0,,1.0,1.0,3.0,2.0,0.7,0.7,0.0,7.0,15.0,15.0,0.0,0.0,0.0,0.0,7.0,0.3,0.0,1.0
1210,4a3-10-376DD,399797.2638,7072658.541,815.7804312,404.0,404.65,0.65,in,Sulfides,VLCL_BOTTOM,11.8,16.69,5.46,7183.0,ANLT,ANDT,,4.3,100.0,0.019,,,,6.89,,200.0,100,0.144,18.75,,1.2,,2.42,1800,,,50.0,900,100.0,1.32,,,17.95,38.413,,,0.49,,,,,100,504.0,504.0,,a,504.0,222.0,e,504.0,,1.0,1.0,2.0,2.0,0.7,0.7,0.0,10.0,8.0,8.0,0.0,0.0,0.0,0.0,10.0,0.5,0.0,1.0
1211,4a3-10-376DD,399797.1373,7072658.501,815.1237032,404.65,405.34,0.69,in,Sulfides,VLCL_BOTTOM,11.8,16.69,5.46,7183.0,FLBX,FAULT,,4.3,100.0,0.019,,,,6.89,,200.0,100,0.144,18.75,,1.2,,2.42,1800,,,50.0,900,100.0,1.32,,,17.95,38.413,,,0.49,,,,,100,504.0,504.0,,a,504.0,221.0,e,302.0,,1.0,0.0,3.0,2.0,0.5,0.5,0.0,15.0,3.0,3.0,0.0,0.0,0.0,0.0,15.0,0.1,0.0,1.0
1212,4a3-10-376DD,399797.0098,7072658.461,814.4620743,405.34,406.0,0.66,in,Sulfides,VLCL_BOTTOM,11.8,16.69,5.46,7183.0,ANLT,ANDT,,4.3,100.0,0.019,,,,6.89,,200.0,100,0.144,18.75,,1.2,,2.42,1800,,,50.0,900,100.0,1.32,,,17.95,38.413,,,0.49,,,,,100,504.0,802.0,504.0,a,504.0,,e,504.0,221.0,1.0,1.0,3.0,2.0,0.5,0.5,0.0,20.0,5.0,5.0,0.0,0.0,0.0,0.0,20.0,1.0,0.0,1.0
1213,4a3-10-376DD,399796.0335,7072658.152,809.3944865,410.0,411.68,1.68,in,Sulfides,VLCL_BOTTOM,11.9,21.43,7.14,10133.0,FLBX,FAULT,,2.56,100.0,0.033,,,,12.0,,40.0,100,0.26,22.6,,0.4,,0.82,2600,,,50.0,500,100.0,0.56,,,13.0,27.82,,,0.13,,,,,100,504.0,504.0,,a,504.0,221.0,e,504.0,,1.0,1.0,3.0,2.0,0.5,0.8,0.0,20.0,10.0,10.0,0.0,0.0,0.0,0.0,20.0,0.5,0.0,1.0
1214,4a3-10-376DD,399795.8051,7072658.08,808.2084553,411.68,412.42,0.74,in,Sulfides,VLCL_BOTTOM,11.9,21.43,7.14,10133.0,ANTF1,ANDT,,2.56,100.0,0.033,,,,12.0,,40.0,100,0.26,22.6,,0.4,,0.82,2600,,,50.0,500,100.0,0.56,,,13.0,27.82,,,0.13,,,,,100,504.0,221.0,,e,,,,504.0,,0.0,0.0,1.0,2.0,0.3,0.3,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,1.0
1215,4a3-10-376DD,399795.6804,7072658.04,807.5615292,412.42,413.0,0.58,in,Sulfides,VLCL_BOTTOM,11.9,21.43,7.14,10133.0,MAGT,MANTO,,2.56,100.0,0.033,,,,12.0,,40.0,100,0.26,22.6,,0.4,,0.82,2600,,,50.0,500,100.0,0.56,,,13.0,27.82,,,0.13,,,,,100,,902.0,,a,221.0,504.0,e,504.0,221.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,70.0,3.0,3.0,0.0,0.0,0.0,0.0,70.0,0.7,0.0,0.0
1216,4a3-10-377,399820.9879,7072553.441,1123.70838,92.0,94.0,2.0,in,Mixture,VLCL_TOP,28.4,32.69,17.44,54408.0,MAGT,MANTO,,1.09,100.0,0.143,,,,2.23,,390.0,100,0.932,49.4,,0.2,,0.51,1200,,,420.0,200,100.0,4.51,,,7.7,16.478,,,0.06,,,,,100,504.0,904.0,,a,,,,504.0,221.0,1.0,0.0,1.0,2.0,0.3,0.3,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,3.0,0.0,0.0
1217,4a3-10-377,399783.5934,7072536.581,981.5383756,240.0,242.0,2.0,in,Sulfides,VLCL_BOTTOM,9.5,14.89,3.99,31258.0,MAGT,MANTO,,4.27,100.0,0.07,,,,2.69,,40.0,100,0.448,33.7,,1.6,,2.85,2100,,,50.0,700,100.0,0.97,,,12.7,27.178,,,0.44,,,,,100,504.0,904.0,,a,,,,304.0,,1.0,0.0,1.0,2.0,1.0,1.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.3,0.0,0.0
1218,4a3-10-378,399759.7122,7072637.192,1080.950537,152.0,154.0,2.0,in,Sulfides,VLCL_TOP,13.0,38.55,8.36,4208.0,SPEC,MANTO,,1.63,100.0,0.043,,,,3.56,,840.0,100,0.261,39.9,,0.4,,1.19,900,,,50.0,600,100.0,8.26,,,7.34,15.7076,,,0.1,,,,,100,504.0,904.0,,e,,,,304.0,504.0,0.0,1.0,0.0,0.0,3.0,3.0,0.0,75.0,0.0,75.0,0.0,0.0,1.0,0.0,0.0,10.0,1.0,1.0
1219,4a3-10-378,399751.9747,7072634.249,1050.816955,184.0,184.5,0.5,in,Sulfides,VLCL_TOP,8.7,19.23,5.82,6020.0,ANPP2,ANDE,,5.56,100.0,0.032,,,,3.97,,240.0,100,0.312,20.5,,1.3,,1.67,1500,,,50.0,1400,100.0,3.97,,,17.4,37.236,,,0.89,,,,,100,504.0,804.0,221.0,e,,,,304.0,306.0,0.0,1.0,0.0,1.0,2.0,2.0,0.0,20.0,0.0,20.0,0.0,0.0,2.0,0.0,0.0,6.0,1.0,0.0
1220,4a3-10-378,399751.727,7072634.155,1049.852708,184.5,186.0,1.5,in,Sulfides,VLCL_TOP,8.7,19.23,5.82,6020.0,ANPP2,ANDE,,5.56,100.0,0.032,,,,3.97,,240.0,100,0.312,20.5,,1.3,,1.67,1500,,,50.0,1400,100.0,3.97,,,17.4,37.236,,,0.89,,,,,100,504.0,221.0,306.0,e,,,,304.0,504.0,1.0,0.0,0.0,2.0,0.3,0.3,0.0,5.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,1.0
1221,4a3-10-378,399746.8028,7072632.277,1030.81895,204.0,206.0,2.0,in,Sulfides,ANLT,29.4,34.38,20.29,29660.0,ANCT,ANDT,,3.46,100.0,0.156,,,,4.25,,130.0,100,1.345,36.1,,1.1,,1.65,1200,,,60.0,500,100.0,2.94,,,10.9,23.326,,,0.27,,,,,100,304.0,,,,,,,304.0,,0.0,0.0,1.0,2.0,0.1,0.1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1,0.0,1.0
1222,4a3-10-379DD,399664.8614,7072593.564,1060.58292,156.0,158.0,2.0,in,Sulfides,VLCL_TOP,56.8,54.77,37.64,53988.0,FEOX,MANTO,,0.66,100.0,0.298,,,,0.92,,660.0,100,1.9,52.0,,0.1,,0.61,1200,,,80.0,600,100.0,4.92,,,3.67,7.8538,,,0.04,,,,,100,504.0,904.0,,b,,,,504.0,,1.0,1.0,3.0,1.0,7.0,7.0,0.0,75.0,0.0,10.0,0.0,0.0,1.0,0.0,65.0,5.0,1.0,0.0
1223,4a3-10-379DD,399660.8612,7072591.945,1047.264661,170.0,172.0,2.0,in,Sulfides,VLCL_TOP,3.7,34.46,2.12,3117.0,FEOX,MANTO,,3.33,100.0,0.173,,,,3.77,,250.0,100,1.105,35.0,,1.5,,1.03,1700,,,50.0,400,100.0,2.41,,,9.83,21.0362,,,0.21,,,,,400,504.0,504.0,,a,804.0,,e,504.0,,1.0,0.0,2.0,1.0,3.0,3.0,1.0,15.0,45.0,45.0,0.0,0.0,1.0,0.0,15.0,2.0,0.0,0.0
1224,4a3-10-379DD,399650.8555,7072588.047,1013.795075,206.0,206.3,0.3,in,Sulfides,VLCL_BOTTOM,48.8,47.15,32.12,54310.0,MAGT,MANTO,,1.36,100.0,0.09,,,,6.15,,70.0,100,0.729,50.5,,0.7,,0.45,1000,,,50.0,300,100.0,1.25,,,3.98,8.5172,,,0.11,,,,,100,504.0,904.0,,a,221.0,,e,504.0,,3.0,0.0,3.0,1.0,5.0,5.0,0.0,65.0,5.0,5.0,0.0,0.0,1.0,0.0,65.0,3.0,0.0,0.0
1225,4a3-10-379DD,399650.7564,7072588.01,1013.461531,206.3,206.7,0.4,in,Sulfides,VLCL_BOTTOM,48.8,47.15,32.12,54310.0,CBVN,FAULT,,1.36,100.0,0.09,,,,6.15,,70.0,100,0.729,50.5,,0.7,,0.45,1000,,,50.0,300,100.0,1.25,,,3.98,8.5172,,,0.11,,,,,100,504.0,221.0,,a,221.0,,e,504.0,,0.0,0.0,0.0,0.0,0.2,0.2,0.0,3.0,6.0,6.0,0.0,0.0,0.0,0.0,3.0,0.1,0.0,0.0
1226,4a3-10-379DD,399650.6248,7072587.959,1013.018374,206.7,207.23,0.53,in,Sulfides,VLCL_BOTTOM,48.8,47.15,32.12,54310.0,ANTF2,ANDT,,1.36,100.0,0.09,,,,6.15,,70.0,100,0.729,50.5,,0.7,,0.45,1000,,,50.0,300,100.0,1.25,,,3.98,8.5172,,,0.11,,,,,100,504.0,221.0,504.0,e,221.0,,a,504.0,,1.0,0.0,2.0,1.0,0.1,0.1,0.0,5.0,2.0,5.0,0.0,0.0,2.0,0.0,2.0,0.1,0.0,0.0
1227,4a3-10-379DD,399650.4409,7072587.889,1012.398871,207.23,208.0,0.77,in,Sulfides,VLCL_BOTTOM,48.8,47.15,32.12,54310.0,MAGT,MANTO,,1.36,100.0,0.09,,,,6.15,,70.0,100,0.729,50.5,,0.7,,0.45,1000,,,50.0,300,100.0,1.25,,,3.98,8.5172,,,0.11,,,,,100,504.0,904.0,,a,221.0,504.0,e,504.0,,3.0,0.0,3.0,1.0,3.0,3.0,0.0,65.0,5.0,5.0,0.0,0.0,1.0,0.0,65.0,3.0,0.0,0.0
1228,4a3-10-379DD,399645.5494,7072586.02,995.8212453,224.0,226.0,2.0,in,Sulfides,VLCL_BOTTOM,2.2,7.31,1.19,894.0,ANCT,ANDT,,6.37,100.0,,,,,5.32,,70.0,400,0.057,9.48,,0.7,,5.19,2800,,,60.0,600,100.0,0.39,,,22.2,47.508,,,0.41,,,,,100,504.0,504.0,,a,221.0,,e,504.0,,1.0,0.0,1.0,1.0,0.5,0.5,1.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0
1229,4a3-10-379DD,399641.112,7072584.315,980.6589658,240.0,241.78,1.78,in,Sulfides,VLCL_BOTTOM,39.4,36.92,25.87,28830.0,MAGT,MANTO,,2.07,100.0,0.095,,,,4.42,,370.0,100,0.818,41.4,,0.4,,1.1,1800,,,50.0,800,100.0,3.7,,,8.88,19.0032,,,0.16,,,,,100,504.0,904.0,,a,504.0,,e,504.0,,2.0,0.0,0.0,1.0,1.5,1.5,1.0,60.0,1.0,1.0,0.0,0.0,1.0,0.0,60.0,2.5,0.0,1.0
1230,4a3-10-379DD,399640.8349,7072584.209,979.7040788,241.78,242.0,0.22,in,Sulfides,VLCL_BOTTOM,39.4,36.92,25.87,28830.0,ANTF2,ANDT,,2.07,100.0,0.095,,,,4.42,,370.0,100,0.818,41.4,,0.4,,1.1,1800,,,50.0,800,100.0,3.7,,,8.88,19.0032,,,0.16,,,,,100,,504.0,,a,,,,504.0,,1.0,0.0,0.0,2.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,2.0,0.0,0.0
1231,4a3-10-379DD,399636.3585,7072582.483,964.1783903,258.0,258.28,0.28,in,Sulfides,VLCL_BOTTOM,14.1,16.85,9.19,12510.0,ANLT,ANDT,,4.94,100.0,0.02,,,,7.05,,290.0,100,0.144,22.4,,1.0,,3.14,2700,,,60.0,800,100.0,2.22,,,15.3,32.742,,,0.44,,,,,100,,504.0,,a,,,,504.0,304.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.5,0.0,0.0
1232,4a3-10-379DD,399636.1898,7072582.418,963.5905382,258.28,259.23,0.95,in,Sulfides,VLCL_BOTTOM,14.1,16.85,9.19,12510.0,ANLT,ANDT,,4.94,100.0,0.02,,,,7.05,,290.0,100,0.144,22.4,,1.0,,3.14,2700,,,60.0,800,100.0,2.22,,,15.3,32.742,,,0.44,,,,,100,504.0,804.0,,a,504.0,221.0,e,504.0,,1.0,0.0,2.0,1.0,0.5,0.5,2.0,25.0,10.0,10.0,0.0,0.0,1.0,0.0,25.0,3.0,0.0,0.0
1233,4a3-10-379DD,399635.954,7072582.328,962.7684722,259.23,260.0,0.77,in,Sulfides,VLCL_BOTTOM,14.1,16.85,9.19,12510.0,ANLT,ANDT,,4.94,100.0,0.02,,,,7.05,,290.0,100,0.144,22.4,,1.0,,3.14,2700,,,60.0,800,100.0,2.22,,,15.3,32.742,,,0.44,,,,,100,,504.0,,a,221.0,,e,504.0,304.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.5,0.5,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0
1234,4a3-10-379DD,399632.9052,7072581.155,952.0816017,270.0,271.58,1.58,in,Sulfides,VLCL_BOTTOM,38.2,34.46,25.02,34873.0,MAGT,MANTO,,2.41,100.0,0.082,,,,4.62,,200.0,100,0.741,39.5,,0.3,,1.17,1400,,,50.0,900,100.0,2.16,,,12.05,25.787,,,0.18,,,,,100,504.0,904.0,,a,504.0,,e,504.0,,2.0,0.0,3.0,1.0,3.0,3.0,1.0,60.0,5.0,5.0,0.0,0.0,0.0,0.0,60.0,2.0,0.0,1.0
1235,4a3-10-379DD,399632.6338,7072581.05,951.1248298,271.58,272.0,0.42,in,Sulfides,VLCL_BOTTOM,38.2,34.46,25.02,34873.0,ANTF2,ANDT,,2.41,100.0,0.082,,,,4.62,,200.0,100,0.741,39.5,,0.3,,1.17,1400,,,50.0,900,100.0,2.16,,,12.05,25.787,,,0.18,,,,,100,504.0,804.0,,a,,,,504.0,,2.0,0.0,1.0,1.0,0.3,0.3,2.0,30.0,0.0,0.0,0.0,0.0,1.0,0.0,30.0,1.0,0.0,0.0
1236,4a3-10-379DD,399627.9884,7072579.267,934.6498412,288.0,290.0,2.0,in,Sulfides,VLCL_BOTTOM,23.9,29.92,15.66,20740.0,MAGT,MANTO,,2.78,100.0,,,,,4.34,,960.0,100,0.031,35.3,,0.7,,1.31,2300,,,50.0,600,100.0,6.84,,,11.6,24.824,,,0.21,,,,,100,504.0,904.0,,a,,,,504.0,,2.0,0.0,2.0,1.0,2.0,2.0,2.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,6.0,0.0,0.0
1237,4a3-10-379DD,399622.8284,7072577.302,916.3078974,308.0,308.31,0.31,in,Sulfides,VLCL_BOTTOM,30.5,26.52,19.94,27495.0,ANTF2,ANDT,,2.29,100.0,0.044,,,,5.95,,240.0,100,0.38,30.2,,0.7,,1.08,1300,,,50.0,800,100.0,2.35,,,15.9,34.026,,,0.14,,,,,100,504.0,504.0,,a,504.0,,e,504.0,,1.0,0.0,1.0,1.0,0.5,0.5,0.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,10.0,1.0,0.0,0.0
1238,4a3-10-379DD,399622.6492,7072577.234,915.6711238,308.31,309.33,1.02,in,Sulfides,VLCL_BOTTOM,30.5,26.52,19.94,27495.0,CHTF,ANDT,,2.29,100.0,0.044,,,,5.95,,240.0,100,0.38,30.2,,0.7,,1.08,1300,,,50.0,800,100.0,2.35,,,15.9,34.026,,,0.14,,,,,100,504.0,504.0,,a,,,,,,1.0,0.0,1.0,1.0,0.5,0.5,0.0,15.0,0.0,0.0,0.0,0.0,1.0,0.0,15.0,0.5,0.0,1.0
1239,4a3-10-379DD,399622.4216,7072577.147,914.8619905,309.33,310.0,0.67,in,Sulfides,VLCL_BOTTOM,30.5,26.52,19.94,27495.0,MAGT,MANTO,,2.29,100.0,0.044,,,,5.95,,240.0,100,0.38,30.2,,0.7,,1.08,1300,,,50.0,800,100.0,2.35,,,15.9,34.026,,,0.14,,,,,100,504.0,904.0,,a,504.0,221.0,e,504.0,,1.0,0.0,3.0,1.0,1.5,1.5,1.0,60.0,5.0,5.0,0.0,0.0,0.0,0.0,60.0,1.5,0.0,1.0
