,mid_x,mid_y,mid_z,DTT_Fe_Conc_Grade,MAGSUS_MOD,UG_MOD,DTT_Mass_Recovery,Fe_pct_DTT,MS_Actual,Al_pct,Ca_pct,Fe_pct,K_pct,Mg_pct,Na_pct,P_ppm,S_pct,Si_pct,Ti_pct,Py
927,399494.3664,7072937.67,822.2393,65.58,in,VLCL_BOTTOM,54.7,46.46,50405,1.56,2,47.4,0.8,1.55,0.873316413,400,2.01,6.62,0.09,0.1
928,399493.4807,7072936.53,813.1431821,68.54,in,VLCL_BOTTOM,65.5,53.5,76788,1.18,2.27,54.3,0.1,0.43,0.873316413,800,5.49,3.76,0.07,15
929,399492.943,7072935.847,807.671835,69.3,in,VLCL_BOTTOM,53.1,43.37,55355,1.43,3.66,44.4,0.3,1,0.873316413,600,5.82,6.49,0.1,15
930,399492.8458,7072935.724,806.6842216,69.3,in,VLCL_BOTTOM,53.1,43.37,55355,1.43,3.66,44.4,0.3,1,0.873316413,600,5.82,6.49,0.1,10
931,399492.5386,7072935.335,803.5633132,68.05,in,VLCL_BOTTOM,40,37.88,45983,2.63,3.77,38.1,0.4,2.12,0.873316413,800,6.6,9.15,0.2,15
932,399492.4412,7072935.212,802.5756588,68.05,in,VLCL_BOTTOM,40,37.88,45983,2.63,3.77,38.1,0.4,2.12,0.873316413,800,6.6,9.15,0.2,2
933,399492.3632,7072935.114,801.7855264,65.8,in,VLCL_BOTTOM,26.1,31.54,21730,3.04,3.53,32,0.5,2.71,0.873316413,800,5.43,11.9,0.18,2
934,399492.274,7072935.002,800.881803,65.8,in,VLCL_BOTTOM,26.1,31.54,21730,3.04,3.53,32,0.5,2.71,0.873316413,800,5.43,11.9,0.18,15
935,399492.2253,7072934.941,800.3879607,65.8,in,VLCL_BOTTOM,26.1,31.54,21730,3.04,3.53,32,0.5,2.71,0.873316413,800,5.43,11.9,0.18,2
936,399492.1194,7072934.808,799.3163124,66.9,in,VLCL_BOTTOM,12.7,20.16,12255,5,5.32,20.7,2.4,3.12,0.873316413,700,2.28,16.15,0.51,2
937,399491.924,7072934.564,797.3408865,65.49,in,VLCL_BOTTOM,10.83,20.99,10720,4.02,6.22,20.4,1.2,1.4,0.873316413,700,2.86,16.7,0.29,2
938,399489.4171,7072931.508,772.1492094,67.97,in,VLCL_BOTTOM,38.9,36.96,43555,3.18,2.37,37.2,0.5,2.08,0.873316413,700,2.38,12.6,0.25,3
939,399489.3206,7072931.391,771.1607645,67.97,in,VLCL_BOTTOM,38.9,36.96,43555,3.18,2.37,37.2,0.5,2.08,0.873316413,700,2.38,12.6,0.25,18
940,399488.7016,7072930.634,764.6942499,69.04,in,VLCL_BOTTOM,23.4,28.1,20313,3.75,2.54,28.7,0.1,3.35,0.873316413,800,2.86,15.7,0.25,18
941,399488.6074,7072930.518,763.7055194,69.04,in,VLCL_BOTTOM,23.4,28.1,20313,3.75,2.54,28.7,0.1,3.35,0.873316413,800,2.86,15.7,0.25,0
942,399488.1111,7072929.898,758.525967,69.27,in,VLCL_BOTTOM,19.5,20.24,16620,3.51,4.54,21.3,0.1,1.8,0.873316413,700,1.98,20,0.21,0
943,399488.0158,7072929.778,757.5377718,69.27,in,VLCL_BOTTOM,19.5,20.24,16620,3.51,4.54,21.3,0.1,1.8,0.873316413,700,1.98,20,0.21,0
944,399487.8993,7072929.631,756.3322782,63.46,in,VLCL_BOTTOM,10.5,14.77,9203,4.49,2.77,16.65,0.3,2.37,0.873316413,800,2.18,23.2,0.32,0
945,399487.8157,7072929.526,755.4676838,63.46,in,VLCL_BOTTOM,10.5,14.77,9203,4.49,2.77,16.65,0.3,2.37,0.873316413,800,2.18,23.2,0.32,0
946,399487.7679,7072929.466,754.9736228,63.46,in,VLCL_BOTTOM,10.5,14.77,9203,4.49,2.77,16.65,0.3,2.37,0.873316413,800,2.18,23.2,0.32,0
947,399487.6757,7072929.35,754.0200708,66.21,in,VLCL_BOTTOM,11,19.24,9432,5.58,2,21,1.1,2.97,0.873316413,800,2.56,19.1,0.37,0
948,399487.5799,7072929.23,753.031914,66.21,in,VLCL_BOTTOM,11,19.24,9432,5.58,2,21,1.1,2.97,0.873316413,800,2.56,19.1,0.37,0
949,399487.2867,7072928.864,750.0080293,66.37,in,VLCL_BOTTOM,44.9,38.49,43928,2.19,2.98,40.5,0.2,1.16,0.873316413,500,5.98,10.6,0.15,0
950,399487.1907,7072928.745,749.0197909,66.37,in,VLCL_BOTTOM,44.9,38.49,43928,2.19,2.98,40.5,0.2,1.16,0.873316413,500,5.98,10.6,0.15,0
951,399486.6522,7072928.081,743.4854159,66.14,in,VLCL_BOTTOM,29.5,27.57,25070,3.69,3.16,30.3,0.7,0.78,0.873316413,700,3.3,16.35,0.15,0
952,399486.5472,7072927.952,742.4081842,66.14,in,VLCL_BOTTOM,29.5,27.57,25070,3.69,3.16,30.3,0.7,0.78,0.873316413,700,3.3,16.35,0.15,0
953,399486.4509,7072927.834,741.4198994,66.14,in,VLCL_BOTTOM,29.5,27.57,25070,3.69,3.16,30.3,0.7,0.78,0.873316413,700,3.3,16.35,0.15,0
954,399451.5538,7072710.279,944.0227644,68.97,in,ANLT,3.3,16.15,4572,5.47,6.47,16.4,1.5,4.09,0.873316413,600,0.14,17.45,0.58,3
955,399451.3977,7072710.207,943.0376881,68.97,in,ANLT,3.3,16.15,4572,5.47,6.47,16.4,1.5,4.09,0.873316413,600,0.14,17.45,0.58,1
956,399450.5613,7072709.817,937.7526044,54.55,in,ANLT,28.9,34.24,24163,3.24,2.63,38.4,1.6,1.87,0.873316413,500,2.47,11.6,0.3,0
957,399450.4134,7072709.749,936.8167153,54.55,in,ANLT,28.9,34.24,24163,3.24,2.63,38.4,1.6,1.87,0.873316413,500,2.47,11.6,0.3,5
958,399450.3279,7072709.709,936.2748743,54.55,in,ANLT,28.9,34.24,24163,3.24,2.63,38.4,1.6,1.87,0.873316413,500,2.47,11.6,0.3,0.3
959,399448.0976,7072708.657,922.0317052,67.9,in,VLCL_BOTTOM,15.3,35.81,29545,2.81,3.83,39,1.1,1.74,0.873316413,500,3.11,9.45,0.28,5
960,399447.9722,7072708.597,921.2235901,67.9,in,VLCL_BOTTOM,15.3,35.81,29545,2.81,3.83,39,1.1,1.74,0.873316413,500,3.11,9.45,0.28,2
961,399447.8812,7072708.554,920.6372059,67.9,in,VLCL_BOTTOM,15.3,35.81,29545,2.81,3.83,39,1.1,1.74,0.873316413,500,3.11,9.45,0.28,4
962,399445.9664,7072707.624,908.2944142,65.91,in,VLCL_BOTTOM,12.7,34.89,19745,3.92,2.47,35.1,1.7,1.57,0.873316413,600,3.17,11.55,0.47,0.1
963,399445.8361,7072707.56,907.4569039,65.91,in,VLCL_BOTTOM,12.7,34.89,19745,3.92,2.47,35.1,1.7,1.57,0.873316413,600,3.17,11.55,0.47,6
964,399443.4907,7072706.404,892.3363589,66.87,in,VLCL_BOTTOM,12.39,40.91,9826,2.1,2.59,40.9,1.3,1.03,0.873316413,500,3.33,8.93,0.13,3
965,399443.3551,7072706.337,891.4542117,66.87,in,VLCL_BOTTOM,12.39,40.91,9826,2.1,2.59,40.9,1.3,1.03,0.873316413,500,3.33,8.93,0.13,2
966,399443.2931,7072706.306,891.0500868,66.87,in,VLCL_BOTTOM,12.39,40.91,9826,2.1,2.59,40.9,1.3,1.03,0.873316413,500,3.33,8.93,0.13,4
967,399442.8786,7072706.103,888.344216,66.21,in,VLCL_BOTTOM,22.2,39.88,20473,1.91,3.83,41,0.9,0.95,0.873316413,700,2.68,7.76,0.15,2
968,399442.7282,7072706.028,887.3583759,66.21,in,VLCL_BOTTOM,22.2,39.88,20473,1.91,3.83,41,0.9,0.95,0.873316413,700,2.68,7.76,0.15,3
969,399439.9466,7072704.616,868.7328701,59.05,out,VLCL_BOTTOM,2.1,26.08,3128,4.22,3.42,29.2,2.1,1.29,0.873316413,1200,1.78,14.3,0.37,0.5
970,399439.8009,7072704.541,867.7463891,59.05,out,VLCL_BOTTOM,2.1,26.08,3128,4.22,3.42,29.2,2.1,1.29,0.873316413,1200,1.78,14.3,0.37,2
971,399439.1564,7072704.209,863.3811414,61.09,out,VLCL_BOTTOM,2.6,20.93,4250,3.7,5.65,23.8,1.2,0.8,0.873316413,900,1.74,16.9,0.28,1.5
972,399439.1083,7072704.185,863.0555929,61.09,out,VLCL_BOTTOM,2.6,20.93,4250,3.7,5.65,23.8,1.2,0.8,0.873316413,900,1.74,16.9,0.28,1.5
973,399439.015,7072704.137,862.4242245,61.09,out,VLCL_BOTTOM,2.6,20.93,4250,3.7,5.65,23.8,1.2,0.8,0.873316413,900,1.74,16.9,0.28,1
974,399438.9232,7072704.09,861.802719,61.09,out,VLCL_BOTTOM,2.6,20.93,4250,3.7,5.65,23.8,1.2,0.8,0.873316413,900,1.74,16.9,0.28,1.5
975,399438.8708,7072704.063,861.4475719,61.09,out,VLCL_BOTTOM,2.6,20.93,4250,3.7,5.65,23.8,1.2,0.8,0.873316413,900,1.74,16.9,0.28,15
976,399438.2541,7072703.749,857.2745598,55.09,out,VLCL_BOTTOM,4.2,34.77,1862,2.4,5.66,36.1,0.6,0.52,0.873316413,800,4.26,10.05,0.15,7
977,399438.1082,7072703.675,856.2880371,55.09,out,VLCL_BOTTOM,4.2,34.77,1862,2.4,5.66,36.1,0.6,0.52,0.873316413,800,4.26,10.05,0.15,2
978,399437.9382,7072703.589,855.1387431,58.8,out,VLCL_BOTTOM,2.2,30.78,1525,3.2,4.48,30.5,0.6,0.52,0.873316413,600,2.6,13.4,0.22,2
979,399437.8682,7072703.553,854.6652158,58.8,out,VLCL_BOTTOM,2.2,30.78,1525,3.2,4.48,30.5,0.6,0.52,0.873316413,600,2.6,13.4,0.22,2
980,399437.7595,7072703.498,853.9302638,58.8,out,VLCL_BOTTOM,2.2,30.78,1525,3.2,4.48,30.5,0.6,0.52,0.873316413,600,2.6,13.4,0.22,3.5
981,399437.2995,7072703.265,850.8227724,58.95,out,VLCL_BOTTOM,6.9,35.48,2000,2.52,3.19,37.1,0.9,0.42,0.873316413,700,3.24,11,0.21,3.5
982,399437.1534,7072703.191,849.8362753,58.95,out,VLCL_BOTTOM,6.9,35.48,2000,2.52,3.19,37.1,0.9,0.42,0.873316413,700,3.24,11,0.21,2
983,399995.8327,7072900.682,970.1136752,34.1,out,ANLT,5.3,12.65,5920,6.63,3.93,13.85,1.9,3.08,0.873316413,1200,0.75,18.3,0.9,0.5
984,400000.3281,7072902.321,959.4916581,64.45,out,VLCL_BOTTOM,20.3,48.91,32418,1.66,1.49,50.4,0.6,1.1,0.873316413,400,3.52,4.21,0.16,10
985,400000.7138,7072902.461,958.5797258,64.45,out,VLCL_BOTTOM,20.3,48.91,32418,1.66,1.49,50.4,0.6,1.1,0.873316413,400,3.52,4.21,0.16,8
986,399582.7406,7072772.343,1018.03722,66.6,out,VLCL_TOP,26.7,29.71,6843,1.9,1.04,42.3,1.3,0.62,0.873316413,300,3.91,10.2,0.1,3
987,399582.5936,7072772.273,1017.501298,66.6,out,VLCL_TOP,26.7,29.71,6843,1.9,1.04,42.3,1.3,0.62,0.873316413,300,3.91,10.2,0.1,0.5
988,399582.469,7072772.215,1017.046703,66.6,out,VLCL_TOP,26.7,29.71,6843,1.9,1.04,42.3,1.3,0.62,0.873316413,300,3.91,10.2,0.1,4
989,399582.3668,7072772.167,1016.673444,66.6,out,VLCL_TOP,26.7,29.71,6843,1.9,1.04,42.3,1.3,0.62,0.873316413,300,3.91,10.2,0.1,1
992,399578.1023,7072770.147,1000.977328,60.64,out,VLCL_TOP,14.4,46.26,5410,1.43,2.24,50.4,1.1,0.42,0.873316413,300,2.36,7.88,0.1,8
993,399577.9057,7072770.051,1000.244292,60.64,out,VLCL_TOP,14.4,46.26,5410,1.43,2.24,50.4,1.1,0.42,0.873316413,300,2.36,7.88,0.1,4
994,399577.717,7072769.959,999.5399726,60.64,out,VLCL_TOP,14.4,46.26,5410,1.43,2.24,50.4,1.1,0.42,0.873316413,300,2.36,7.88,0.1,2
995,399571.4059,7072766.89,975.9518226,62.77,in,VLCL_TOP,4.9,34.44,3103,3.57,5.08,36.2,1.2,0.86,0.873316413,400,2.03,9.64,0.27,8
996,399571.1506,7072766.767,974.9927122,62.77,in,VLCL_TOP,4.9,34.44,3103,3.57,5.08,36.2,1.2,0.86,0.873316413,400,2.03,9.64,0.27,7
997,399561.6835,7072762.295,939.0362197,68.74,in,VLCL_BOTTOM,66.8,51.65,69303,1.66,1.51,50.7,0.7,1.14,0.873316413,200,2.37,5.82,0.07,0.3
998,399561.4277,7072762.179,938.0765133,68.74,in,VLCL_BOTTOM,66.8,51.65,69303,1.66,1.51,50.7,0.7,1.14,0.873316413,200,2.37,5.82,0.07,5
999,399557.425,7072760.368,923.0297609,67.5,in,VLCL_BOTTOM,57.1,43.03,66578,2.21,2.95,46.8,0.6,1.7,0.873316413,400,2.06,7.47,0.13,6
1000,399557.144,7072760.243,921.9736725,67.5,in,VLCL_BOTTOM,57.1,43.03,66578,2.21,2.95,46.8,0.6,1.7,0.873316413,400,2.06,7.47,0.13,6
1001,399556.8885,7072760.129,921.013587,67.5,in,VLCL_BOTTOM,57.1,43.03,66578,2.21,2.95,46.8,0.6,1.7,0.873316413,400,2.06,7.47,0.13,0.4
1002,399552.9703,7072758.408,906.2201944,69.04,in,VLCL_BOTTOM,47.6,39.62,46258,2.43,3.76,39.9,0.2,1.77,0.873316413,900,0.29,11,0.17,4
1003,399549.1207,7072756.728,891.6796571,61.17,in,VLCL_BOTTOM,5.4,14.32,4206,5.8,4.09,16.65,1,4.32,0.873316413,800,2.04,19,0.41,3
1004,399548.9936,7072756.673,891.1992065,61.17,in,VLCL_BOTTOM,5.4,14.32,4206,5.8,4.09,16.65,1,4.32,0.873316413,800,2.04,19,0.41,0.3
1005,399548.7738,7072756.578,890.368001,61.17,in,VLCL_BOTTOM,5.4,14.32,4206,5.8,4.09,16.65,1,4.32,0.873316413,800,2.04,19,0.41,3
1006,399545.3481,7072755.129,877.3905903,65.45,in,VLCL_BOTTOM,53.1,46.47,47803,1.95,2.77,47.1,0.2,1.27,0.873316413,600,4.84,7.51,0.16,10
1007,399544.3345,7072754.707,873.5442356,68.6,in,VLCL_BOTTOM,54.9,43.08,61615,1.96,3.05,45.5,0.8,1.36,0.873316413,400,1.47,9.02,0.13,10
1008,399542.8143,7072754.077,867.7742715,68.81,in,VLCL_BOTTOM,30.8,33.83,32505,3.03,2.52,35.4,0.5,2.77,0.873316413,600,4.21,12.65,0.21,10
1009,399541.2905,7072753.455,862.0044695,68.28,in,VLCL_BOTTOM,42.4,39.31,40161,2.6,1.86,41.6,0.2,1.99,0.873316413,500,0.94,12.45,0.15,3
1010,399540.4826,7072753.128,858.9513323,64.06,in,VLCL_BOTTOM,12.69,21.61,6922,4.24,5.38,22.3,0.8,1.85,0.873316413,700,3.11,17.4,0.26,5
1011,399540.3172,7072753.062,858.3262581,64.06,in,VLCL_BOTTOM,12.69,21.61,6922,4.24,5.38,22.3,0.8,1.85,0.873316413,700,3.11,17.4,0.26,1
1012,399540.148,7072752.994,857.6867503,64.06,in,VLCL_BOTTOM,12.69,21.61,6922,4.24,5.38,22.3,0.8,1.85,0.873316413,700,3.11,17.4,0.26,8
1013,399540.059,7072752.958,857.3501637,64.06,in,VLCL_BOTTOM,12.69,21.61,6922,4.24,5.38,22.3,0.8,1.85,0.873316413,700,3.11,17.4,0.26,3
1014,399539.9076,7072752.897,856.7779606,63.92,in,VLCL_BOTTOM,16,21.03,14516,4.56,4.52,20.6,0.8,1.3,0.873316413,900,2.07,18.35,0.36,3
1015,399539.7397,7072752.83,856.1432396,63.92,in,VLCL_BOTTOM,16,21.03,14516,4.56,4.52,20.6,0.8,1.3,0.873316413,900,2.07,18.35,0.36,7
1016,399539.596,7072752.772,855.599873,63.92,in,VLCL_BOTTOM,16,21.03,14516,4.56,4.52,20.6,0.8,1.3,0.873316413,900,2.07,18.35,0.36,7
1017,399538.7464,7072752.433,852.3876264,66.21,in,VLCL_BOTTOM,25.6,28.95,21993,2.97,3.72,31.5,0.8,1.64,0.873316413,600,4.57,14.6,0.25,10
1018,399538.4349,7072752.309,851.2094165,65.73,in,VLCL_BOTTOM,11.4,15.08,6846,4.68,3.68,15.95,0.7,1.33,0.873316413,500,1.94,21.6,0.2,10
1019,399538.1816,7072752.207,850.2473382,65.73,in,VLCL_BOTTOM,11.4,15.08,6846,4.68,3.68,15.95,0.7,1.33,0.873316413,500,1.94,21.6,0.2,3
1020,399537.9272,7072752.105,849.2752573,65.98,in,VLCL_BOTTOM,32.7,35.04,31985,2.12,2.5,37.6,0.3,1.3,0.873316413,500,5.11,11.9,0.15,3
1021,399537.6768,7072752.004,848.312425,65.98,in,VLCL_BOTTOM,32.7,35.04,31985,2.12,2.5,37.6,0.3,1.3,0.873316413,500,5.11,11.9,0.15,10
1022,399537.4366,7072751.906,847.3829394,65.98,in,VLCL_BOTTOM,32.7,35.04,31985,2.12,2.5,37.6,0.3,1.3,0.873316413,500,5.11,11.9,0.15,10
1023,399535.8422,7072751.253,841.1673763,55.2,out,VLCL_BOTTOM,2.3,10.36,616,4.76,6.13,11.35,0.7,4.53,0.873316413,1300,0.23,20.3,0.62,3
1024,399535.595,7072751.151,840.2037048,55.2,out,VLCL_BOTTOM,2.3,10.36,616,4.76,6.13,11.35,0.7,4.53,0.873316413,1300,0.23,20.3,0.62,0.5
1025,399502.4585,7072568.435,906.6488407,60.87,out,VLCL_BOTTOM,11.38,18.39,8355,3.61,5.6,18.4,0.9,7.23,0.873316413,900,1.48,18.95,0.28,2
1026,399502.4731,7072568.453,902.6489061,68.07,out,VLCL_BOTTOM,25.42,33.58,28583,2.73,3.29,33.5,1.1,1.99,0.873316413,800,2.94,13.85,0.17,8
1027,399747.0331,7073010.535,886.5019647,65.8,in,VLCL_TOP,29.2,30.85,30395,3.09,2.65,32.9,0.7,1.59,0.873316413,400,3.2,14.95,0.17,2
1028,399747.7789,7073010.592,878.5370445,63.54,in,VLCL_TOP,65.6,47.5,85580,1.12,1.26,48.3,0.3,0.45,0.873316413,400,2.11,9.78,0.05,0.7
1029,399748.7625,7073010.569,868.5855987,65.65,in,VLCL_TOP,29.1,27.34,22273,3.89,2.2,28.7,0.6,1.22,0.873316413,600,4.35,17.45,0.19,0.5
1030,399749.7945,7073010.484,858.6393848,66.26,in,VLCL_TOP,20.3,23.98,17495,2.8,2.9,26.6,0.5,1.16,0.873316413,1200,3.31,20.7,0.18,0.5
1031,399749.9546,7073010.467,857.1480421,66.03,in,VLCL_TOP,44.7,37.38,42610,1.39,2.45,40.4,0.3,0.61,0.873316413,700,5.5,14.05,0.09,0.5
1032,399750.062,7073010.455,856.153904,66.03,in,VLCL_TOP,44.7,37.38,42610,1.39,2.45,40.4,0.3,0.61,0.873316413,700,5.5,14.05,0.09,1
1033,399750.4472,7073010.408,852.6754805,65.2,in,VLCL_TOP,30.1,28.56,26473,1.97,3.16,31.5,0.3,0.97,0.873316413,500,3.78,18.15,0.1,0.5
1034,399751.6514,7073010.223,842.7501081,69.58,in,VLCL_TOP,78.7,61.86,112200,0.24,0.64,63.6,0.1,0.19,0.873316413,100,7.89,1.82,0.04,3
1035,399761.6662,7073006.587,791.9232712,68.82,in,VLCL_BOTTOM,72.5,54.22,87378,1.16,1.36,52.8,0.3,0.63,0.873316413,500,3.61,5.97,0.12,2
1036,399764.1014,7073005.063,782.3452973,69.04,in,VLCL_BOTTOM,40.4,36.66,36428,3.2,2.78,36.6,1.3,1.96,0.873316413,700,3.25,13.25,0.24,1
1037,399764.5889,7073004.728,780.4347417,61.95,in,VLCL_BOTTOM,5.9,14.31,4350,6.13,3.34,17.35,2.7,3.71,0.873316413,800,1.49,19.7,0.61,0.7
1038,399766.0506,7073003.673,774.7119389,70.41,in,VLCL_BOTTOM,78.4,56.66,92118,1.4,1.38,56.9,0.4,0.64,0.873316413,500,1.08,5.71,0.12,2
1039,399768.0012,7073002.181,767.0981809,68.43,in,VLCL_BOTTOM,45.4,38.03,47525,2.96,3.27,39.1,1.1,1.77,0.873316413,500,2.56,11.8,0.17,1
1040,399769.9474,7073000.583,759.5050299,69.49,in,VLCL_BOTTOM,52.4,44.6,62528,2.26,1.18,41.6,0.4,1.68,0.873316413,700,4.46,13.05,0.18,1
1041,399772.3709,7072998.442,750.042355,68.73,in,VLCL_BOTTOM,59.4,47.31,69248,1.71,1.58,46.6,0.7,0.89,0.873316413,600,6.72,10.55,0.13,1
1042,399773.3364,7072997.549,746.2647712,69.2,in,VLCL_BOTTOM,54.5,44,59835,2.68,1.59,42.2,0.7,1.37,0.873316413,500,4.42,12.4,0.21,1
1043,399774.2931,7072996.634,742.4901498,68.12,in,VLCL_BOTTOM,24.8,25.78,22275,3.38,4.65,29.6,0.6,1.34,0.873316413,600,8.18,14.45,0.25,2
1044,399776.6566,7072994.266,733.0665626,69.04,in,VLCL_BOTTOM,37.8,36.09,36570,3.9,3.46,32.8,0.9,2.08,0.873316413,900,6.81,14.75,0.25,2
1046,400163.642,7073163.831,1022.86202,66.13,out,VLCL_TOP,5.4,17.96,1102,6.13,4.29,18.3,2.3,2.97,0.873316413,700,0.03,18.55,0.44,0
1047,400163.472,7073163.408,1014.875028,66.59,out,VLCL_TOP,3.8,11.87,1096,6.84,6.05,13.85,1.4,1.82,0.873316413,300,0.01,20.1,0.56,0
1048,400163.2748,7073162.95,1006.890581,69.04,out,VLCL_TOP,17.8,22.37,9057,5.7,2.91,23.5,1.6,1.98,0.873316413,400,0.5,16.95,0.39,3
1049,400163.1189,7073162.582,1000.903959,51.02,out,ANDE_LOWER,7.6,10.81,3832,7.47,3.23,13.05,2,3.38,0.873316413,800,0.18,22.8,0.81,1
1050,400162.8629,7073161.949,990.9272972,48.16,out,ANDE_LOWER,16.68,13.18,11568,6.43,4.28,13.45,0.7,2.47,0.873316413,1900,1.26,23.2,1.77,0.2
1051,400195.4424,7073225.703,1080.450416,68.42,out,VLCL_TOP,36.3,34.57,12888,3.36,4.31,36.2,1.1,1.52,0.873316413,800,0.11,11.65,0.26,0.1
1052,400195.4765,7073225.696,1076.450568,62.86,out,VLCL_TOP,9.2,18.92,2045,5.83,2.14,19.7,1.1,2.15,0.873316413,600,0.15,19.8,0.33,0
1055,400102.3926,7073405.431,991.2613724,41.28,in,ANDE_UPPER,31.8,18,17688,5.51,3.18,18.9,0.4,2.29,0.873316413,1600,0.1,20.1,1.15,0.2
1056,400102.2536,7073405.459,987.263885,52.93,in,ANDE_UPPER,32.17,22.44,24460,5.2,3.4,22.5,0.5,2.11,0.873316413,1500,0.11,19.15,1.07,0.1
1057,400102.1878,7073405.471,985.2650051,55.29,in,ANDE_UPPER,40.6,25.32,33358,4.6,3.88,26.9,0.3,2.11,0.873316413,1400,0.11,17.1,0.99,0.1
1058,400101.8714,7073405.512,975.270108,52.08,in,ANDE_UPPER,38.9,23.66,30948,5.15,3.19,23.6,0.2,1.84,0.873316413,1500,0.06,17.75,1.14,0.3
1059,400101.3666,7073405.579,959.2783034,69.16,in,VLCL_TOP,19.1,18.35,16460,5.08,3.2,20.2,0.8,3.37,0.873316413,400,0.2,19.45,0.22,0.2
1060,400101.1615,7073405.632,951.2811183,53.89,in,VLCL_TOP,40.9,24.72,35370,4.53,3.36,27.3,0.4,2.38,0.873316413,1200,0.12,17.3,0.81,0.2
1061,400100.6009,7073405.676,931.2891301,62.09,in,VLCL_TOP,37.6,28.81,30490,4.83,1.64,30.9,2,3.09,0.873316413,700,0.13,15.3,0.54,0.2
1062,400100.3292,7073405.673,923.293747,68.1,in,VLCL_TOP,27.6,22.29,20318,5.04,2.57,24,0.1,2.6,0.873316413,800,0.5,19,0.38,0.5
1063,400099.9585,7073405.663,913.3006344,67.79,in,VLCL_TOP,37,28.96,30725,4.04,2.66,30.3,0.2,2.71,0.873316413,1000,0.34,17.55,0.58,0.5
1064,400099.5427,7073405.633,903.3093481,67.64,in,VLCL_TOP,24.3,21.23,18005,5.48,2.2,22.5,0.2,2.69,0.873316413,900,0.33,20.6,0.5,1
1065,400099.2696,7073405.602,897.3156527,63.23,in,VLCL_BOTTOM,22.9,18.2,17535,4.68,4.54,18.2,0.1,2.39,0.873316413,800,0.13,21.1,0.42,0.3
1066,400098.861,7073405.587,889.3261236,46.67,in,ANDE_LOWER,29.8,17.59,20538,5.3,3.66,20,0.8,2.87,0.873316413,1400,0.2,20.3,1.15,0.5
1067,400098.6428,7073405.582,885.3320807,30.34,in,ANDE_LOWER,37.8,16.61,19835,6.15,3.08,17.7,0.8,1.83,0.873316413,1900,0.12,21.1,1.62,0.5
1068,400027.6,7073810.25,915.76,19.81,out,ANDE_UPPER,14.7,7.62,5882,6.93,3.58,8.55,1,2.11,0.873316413,2400,0.06,23.2,1.24,0
1069,400027.6,7073810.25,909.76,32.68,out,VLCL_BOTTOM,25.6,13.41,12623,6.6,2.94,15.45,1,2.4,0.873316413,1500,1.4,21.5,0.99,2
1070,400027.6,7073810.25,902.36,65.29,in,VLCL_BOTTOM,29.2,28.34,26128,4.42,3.23,28.9,2.2,2.95,0.873316413,900,3.09,13.3,0.41,0
1071,400027.6,7073810.25,901.36,65.29,in,VLCL_BOTTOM,29.2,28.34,26128,4.42,3.23,28.9,2.2,2.95,0.873316413,900,3.09,13.3,0.41,2
1072,400027.6,7073810.25,899.76,65.3,in,VLCL_BOTTOM,25.81,33.93,23555,3.11,1.46,31.9,1.4,2.12,0.873316413,1100,5.45,15.4,0.26,4
1073,400027.6,7073810.25,891.76,69.4,in,VLCL_BOTTOM,43,34.74,42503,3.23,2.55,37,0.2,1.52,0.873316413,1000,4.06,12.45,0.27,5
1074,400027.6,7073810.25,888.26,69.01,in,VLCL_BOTTOM,51.7,41.23,32673,4.2,2.44,29.8,1,2.07,0.873316413,800,1.69,16.25,0.3,5
1075,400027.6,7073810.25,887.26,69.01,in,VLCL_BOTTOM,51.7,41.23,32673,4.2,2.44,29.8,1,2.07,0.873316413,800,1.69,16.25,0.3,2
1076,400027.6,7073810.25,883.76,67.19,in,VLCL_BOTTOM,21.2,21.33,18035,5.2,2.08,22.5,1.2,2.34,0.873316413,800,2.98,19.3,0.48,0.5
1077,400027.6,7073810.25,875.76,69.25,in,VLCL_BOTTOM,39.8,32.91,40070,4.08,2.65,34.4,0.6,2.08,0.873316413,900,2.12,13.7,0.3,3
1078,400027.6,7073810.25,867.76,68.87,in,VLCL_BOTTOM,14.2,16.76,13265,5.97,3,19.6,1.4,4.51,0.873316413,1100,0.72,18.8,0.5,0.1
1079,400027.6,7073810.25,857.76,64.22,in,VLCL_BOTTOM,9.6,13.03,8443,6.48,3.01,15.45,0.5,2.88,0.873316413,1000,2.03,21.6,0.55,4
1080,400027.6,7073810.25,853.76,63.08,in,VLCL_BOTTOM,7.9,12.92,6499,6.02,4,15.95,0.4,3.68,0.873316413,1200,1.39,20.5,0.48,2
1081,400027.6,7073810.25,847.76,65.06,in,VLCL_BOTTOM,20,20.67,17825,5.12,3.2,24.4,0.4,2.73,0.873316413,1200,3.45,18.25,0.36,2
1082,400027.6,7073810.25,829.76,67.04,in,VLCL_BOTTOM,14.9,17.94,12385,5.72,3.13,21.5,0.8,2.52,0.873316413,900,1.5,20.3,0.41,0.5
1083,400027.6,7073810.25,819.76,66.05,out,VLCL_BOTTOM,14.4,24.62,12350,4.46,4.18,28.4,1.5,2.2,0.873316413,900,2.89,16.45,0.33,0.5
1084,400118.7878,7073625.758,1042.790342,64.45,out,VLCL_TOP,24.2,32.31,5523,3.04,3.33,32.2,1.2,0.42,0.873316413,900,3.02,12.5,0.17,2
