,mid_x,mid_y,mid_z,DTT_Fe_Conc_Grade,MAGSUS_MOD,UG_MOD,DTT_Mass_Recovery,Fe_pct_DTT,MS_Actual,Al_pct,Ca_pct,Fe_pct,K_pct,Mg_pct,Na_pct,P_ppm,S_pct,Si_pct,Ti_pct,Py
683,400135.8702,7073692.581,990.8689349,67.58,out,VLCL_BOTTOM,11.8,15.73,9341,3.98,3.21,30.5,0.9,2.75,0.873316413,1000,2.02,14.15,0.36,3
684,400136.3007,7073692.781,990.0462108,67.58,out,VLCL_BOTTOM,11.8,15.73,9341,3.98,3.21,30.5,0.9,2.75,0.873316413,1000,2.02,14.15,0.36,7
685,400137.9796,7073693.564,986.8375866,69.41,in,VLCL_BOTTOM,13.9,17.41,11905,5.44,4.38,20.9,1,3.02,0.873316413,900,1.41,19.25,0.42,4
686,400139.4161,7073694.234,984.0922861,67.58,in,VLCL_BOTTOM,21.8,22.91,15815,4.07,6.21,25.7,1.2,1.96,0.873316413,800,0.61,17.25,0.32,10
687,400139.8149,7073694.42,983.3301838,67.58,in,VLCL_BOTTOM,21.8,22.91,15815,4.07,6.21,25.7,1.2,1.96,0.873316413,800,0.61,17.25,0.32,0
688,400140.191,7073694.596,982.6113827,67.58,in,VLCL_BOTTOM,21.8,22.91,15815,4.07,6.21,25.7,1.2,1.96,0.873316413,800,0.61,17.25,0.32,10
689,400142.5112,7073695.677,978.1773326,70.02,in,VLCL_BOTTOM,32.9,33.6,32183,3.13,2.78,36.4,1.5,1.81,0.873316413,700,3.14,12.3,0.24,12
690,400147.2693,7073697.896,969.0840659,65.6,out,VLCL_BOTTOM,17.3,18.48,14638,4.96,4.99,20.9,2,1.98,0.873316413,1400,2.39,19.7,0.44,4
691,400147.9241,7073698.202,967.8326592,65.6,out,VLCL_BOTTOM,17.3,18.48,14638,4.96,4.99,20.9,2,1.98,0.873316413,1400,2.39,19.7,0.44,4
692,400148.3772,7073698.413,966.9666338,65.6,out,VLCL_BOTTOM,17.3,18.48,14638,4.96,4.99,20.9,2,1.98,0.873316413,1400,2.39,19.7,0.44,0.5
693,400149.5305,7073698.951,964.7625991,64.3,out,VLCL_BOTTOM,11.3,19.24,8545,5.56,2.74,20.6,1,2,0.873316413,1000,2.15,20.3,0.4,12
694,400149.9837,7073699.162,963.8965737,64.3,out,VLCL_BOTTOM,11.3,19.24,8545,5.56,2.74,20.6,1,2,0.873316413,1000,2.15,20.3,0.4,0.5
695,400154.1346,7073701.098,955.963781,68.04,out,VLCL_BOTTOM,19.1,23.6,16285,4.76,2.81,26.4,1.4,2.17,0.873316413,1100,3.79,17.65,0.37,7
696,400154.4631,7073701.251,955.3359126,68.04,out,VLCL_BOTTOM,19.1,23.6,16285,4.76,2.81,26.4,1.4,2.17,0.873316413,1100,3.79,17.65,0.37,5
697,400154.6217,7073701.325,955.0328037,68.04,out,VLCL_BOTTOM,19.1,23.6,16285,4.76,2.81,26.4,1.4,2.17,0.873316413,1100,3.79,17.65,0.37,5
698,400155.6798,7073701.818,953.0106344,68.04,in,VLCL_BOTTOM,16.9,20.7,15233,5.37,4.35,23.7,1.2,2.56,0.873316413,1000,2.38,17.45,0.44,5
699,400155.9676,7073701.952,952.4607082,68.04,in,VLCL_BOTTOM,16.9,20.7,15233,5.37,4.35,23.7,1.2,2.56,0.873316413,1000,2.38,17.45,0.44,1
700,400156.3935,7073702.151,951.6466444,68.04,in,VLCL_BOTTOM,16.9,20.7,15233,5.37,4.35,23.7,1.2,2.56,0.873316413,1000,2.38,17.45,0.44,5
701,400159.0513,7073703.39,946.5674054,66.44,in,VLCL_BOTTOM,32.3,29.02,32650,4.24,2.42,32.2,1.5,1.85,0.873316413,1100,2.37,16.05,0.31,1
702,400159.3662,7073703.537,945.9655177,66.44,in,VLCL_BOTTOM,32.3,29.02,32650,4.24,2.42,32.2,1.5,1.85,0.873316413,1100,2.37,16.05,0.31,1
703,400159.5815,7073703.637,945.5541556,66.44,in,VLCL_BOTTOM,32.3,29.02,32650,4.24,2.42,32.2,1.5,1.85,0.873316413,1100,2.37,16.05,0.31,10
704,400169.5373,7073708.28,926.5275775,66.05,in,VLCL_BOTTOM,40.2,35.21,39748,3.24,1.2,37,1.2,1.75,0.873316413,1000,2.39,15.05,0.23,5
705,400169.9904,7073708.491,925.6615521,66.05,in,VLCL_BOTTOM,40.2,35.21,39748,3.24,1.2,37,1.2,1.75,0.873316413,1000,2.39,15.05,0.23,3
706,400172.7592,7073709.782,920.3701369,68.95,in,VLCL_BOTTOM,16.6,19.86,17045,5.37,3.37,22,1.5,2.85,0.873316413,1100,2.12,18.3,0.4,0.1
707,400172.8997,7073709.848,920.101669,68.95,in,VLCL_BOTTOM,16.6,19.86,17045,5.37,3.37,22,1.5,2.85,0.873316413,1100,2.12,18.3,0.4,0.1
708,400173.2509,7073710.012,919.4304993,68.95,in,VLCL_BOTTOM,16.6,19.86,17045,5.37,3.37,22,1.5,2.85,0.873316413,1100,2.12,18.3,0.4,4
709,400175.1382,7073710.892,915.8235035,64.22,in,VLCL_BOTTOM,21.1,26.42,18283,4.6,2.62,29.2,1.2,3.06,0.873316413,800,1.57,14.9,0.3,0.1
710,400176.6336,7073711.589,912.9656197,45.38,in,ANDE_LOWER,34.3,18.18,26365,5.98,2.68,20.4,0.8,1.36,0.873316413,1900,1,19.75,1.65,1
711,400177.0868,7073711.8,912.0995943,45.38,in,ANDE_LOWER,34.3,18.18,26365,5.98,2.68,20.4,0.8,1.36,0.873316413,1900,1,19.75,1.65,0.1
712,399993.446,7073391.985,913.7105071,57.28,in,ANDE_UPPER,28,22.91,17418,5.56,4.2,23.1,0.9,2.11,0.873316413,2100,0.04,16.3,1.38,0.2
713,399993.8247,7073392.059,912.7880196,57.28,in,ANDE_UPPER,28,22.91,17418,5.56,4.2,23.1,0.9,2.11,0.873316413,2100,0.04,16.3,1.38,0.5
714,399995.5579,7073392.397,908.5729079,58.05,in,VLCL_TOP,50.4,33.14,46165,3.74,2.03,33.5,0.7,1.54,0.873316413,1400,0.1,15.4,0.72,0.5
715,399995.7477,7073392.433,908.1117852,58.05,in,VLCL_TOP,50.4,33.14,46165,3.74,2.03,33.5,0.7,1.54,0.873316413,1400,0.1,15.4,0.72,2.483919278
716,399995.9623,7073392.474,907.5907283,58.05,in,VLCL_TOP,50.4,33.14,46165,3.74,2.03,33.5,0.7,1.54,0.873316413,1400,0.1,15.4,0.72,0.5
717,399996.1807,7073392.516,907.0604621,61.86,in,VLCL_TOP,47.8,33.45,41113,3.37,4.52,33.8,0.7,1.29,0.873316413,1100,0.16,12.65,0.51,0.5
718,399996.3611,7073392.551,906.6224258,61.86,in,VLCL_TOP,47.8,33.45,41113,3.37,4.52,33.8,0.7,1.29,0.873316413,1100,0.16,12.65,0.51,0.5
719,399996.5853,7073392.593,906.0783509,61.86,in,VLCL_TOP,47.8,33.45,41113,3.37,4.52,33.8,0.7,1.29,0.873316413,1100,0.16,12.65,0.51,0.1
720,399996.7601,7073392.626,905.6541665,61.86,in,VLCL_TOP,47.8,33.45,41113,3.37,4.52,33.8,0.7,1.29,0.873316413,1100,0.16,12.65,0.51,0.3
721,399996.8875,7073392.651,905.3452548,61.86,in,VLCL_TOP,47.8,33.45,41113,3.37,4.52,33.8,0.7,1.29,0.873316413,1100,0.16,12.65,0.51,0.1
722,399996.9464,7073392.662,905.202327,69.56,in,VLCL_TOP,75.2,55.21,79460,0.65,3.89,54.8,0.1,0.54,0.873316413,300,0.21,4.37,0.01,0.1
723,399997.205,7073392.711,904.5753001,69.56,in,VLCL_TOP,75.2,55.21,79460,0.65,3.89,54.8,0.1,0.54,0.873316413,300,0.21,4.37,0.01,0.3
724,399997.5511,7073392.776,903.7362192,69.56,in,VLCL_TOP,75.2,55.21,79460,0.65,3.89,54.8,0.1,0.54,0.873316413,300,0.21,4.37,0.01,0.3
725,400000.323,7073393.299,896.9816108,70.02,in,VLCL_TOP,83.3,59.72,98913,0.31,2.18,60.4,0.1,0.29,0.873316413,100,1.01,3.34,0.01,5
726,400003.1677,7073393.842,889.9820756,69.49,in,VLCL_TOP,69.2,50.1,78123,1.57,2.04,51.7,0.1,0.85,0.873316413,300,0.12,8,0.2,1
727,400003.5432,7073393.914,889.0580066,69.49,in,VLCL_TOP,69.2,50.1,78123,1.57,2.04,51.7,0.1,0.85,0.873316413,300,0.12,8,0.2,0.1
728,400003.7197,7073393.947,888.6237026,67.01,in,VLCL_TOP,66.7,48.68,71618,2.39,1.52,46.4,0.3,1.5,0.873316413,600,0.1,10.3,0.43,0.1
729,400003.7985,7073393.962,888.4296535,67.01,in,VLCL_TOP,66.7,48.68,71618,2.39,1.52,46.4,0.3,1.5,0.873316413,600,0.1,10.3,0.43,0.1
730,400003.9731,7073393.996,887.9999774,67.01,in,VLCL_TOP,66.7,48.68,71618,2.39,1.52,46.4,0.3,1.5,0.873316413,600,0.1,10.3,0.43,0
731,400004.2699,7073394.052,887.2700019,67.01,in,VLCL_TOP,66.7,48.68,71618,2.39,1.52,46.4,0.3,1.5,0.873316413,600,0.1,10.3,0.43,0.3
732,400005.2429,7073394.237,884.8768977,50.19,in,VLCL_TOP,30.5,19.88,20133,5.74,4.1,21,0.5,2.23,0.873316413,1000,0.13,18.45,0.66,0.3
733,400005.4064,7073394.268,884.4749933,50.19,in,VLCL_TOP,30.5,19.88,20133,5.74,4.1,21,0.5,2.23,0.873316413,1000,0.13,18.45,0.66,0.1
734,400005.5568,7073394.297,884.1054425,50.19,in,VLCL_TOP,30.5,19.88,20133,5.74,4.1,21,0.5,2.23,0.873316413,1000,0.13,18.45,0.66,2.483919278
735,400005.7694,7073394.337,883.5834792,50.19,in,VLCL_TOP,30.5,19.88,20133,5.74,4.1,21,0.5,2.23,0.873316413,1000,0.13,18.45,0.66,0.1
736,400006.975,7073394.562,880.6278267,32.07,in,ANLT,17.4,10.61,8066,7.11,3.57,11.1,0.2,2.57,0.873316413,1400,0.11,23,0.97,0.1
737,400007.3525,7073394.631,879.7043953,32.07,in,ANLT,17.4,10.61,8066,7.11,3.57,11.1,0.2,2.57,0.873316413,1400,0.11,23,0.97,0.1
738,400007.8436,7073394.721,878.5040847,29.29,in,ANLT,24.1,12.08,10643,7.12,2.66,13.05,0.3,2.58,0.873316413,1400,0.03,23.2,1,0.1
739,400008.2672,7073394.797,877.4701074,29.29,in,ANLT,24.1,12.08,10643,7.12,2.66,13.05,0.3,2.58,0.873316413,1400,0.03,23.2,1,0.1
740,400009.9746,7073395.102,873.3123944,48.28,in,VLCL_BOTTOM,22.1,14.99,12950,4.64,8.56,17.4,0.8,3.34,0.873316413,1000,0.11,17.15,0.64,0
741,400010.3543,7073395.17,872.3897583,48.28,in,VLCL_BOTTOM,22.1,14.99,12950,4.64,8.56,17.4,0.8,3.34,0.873316413,1000,0.11,17.15,0.64,0
742,400011.2759,7073395.335,870.1527798,54.16,in,ANDE_LOWER,41,25.54,32370,4.4,3.24,28,0.7,2.62,0.873316413,1400,0.08,17.05,0.95,0.1
743,400011.6564,7073395.403,869.2304853,54.16,in,ANDE_LOWER,41,25.54,32370,4.4,3.24,28,0.7,2.62,0.873316413,1400,0.08,17.05,0.95,0.2
744,400012.8943,7073395.625,866.2337128,53.77,in,ANDE_LOWER,35.6,22.48,26838,4.83,5.16,24.8,0.9,2.12,0.873316413,1000,0.16,16.55,0.65,0.2
745,400013.2755,7073395.694,865.3117479,53.77,in,ANDE_LOWER,35.6,22.48,26838,4.83,5.16,24.8,0.9,2.12,0.873316413,1000,0.16,16.55,0.65,0.2
746,400015.1183,7073396.022,860.8537812,50.42,in,ANDE_LOWER,33,19.88,24098,5.38,3.63,22.4,0.5,2.75,0.873316413,1000,0.12,19.8,0.67,0
747,400015.4041,7073396.073,860.1622268,50.42,in,ANDE_LOWER,33,19.88,24098,5.38,3.63,22.4,0.5,2.75,0.873316413,1000,0.12,19.8,0.67,0.1
748,400015.7337,7073396.131,859.3646208,50.42,in,ANDE_LOWER,33,19.88,24098,5.38,3.63,22.4,0.5,2.75,0.873316413,1000,0.12,19.8,0.67,0.2
749,400016.2101,7073396.215,858.2119862,53.62,in,ANDE_LOWER,40.7,24.31,34818,3.96,7.04,23.9,0.2,2.61,0.873316413,1100,0.02,16.35,0.56,0.2
750,400018.5007,7073396.613,852.6807903,51.64,in,ANDE_LOWER,21.9,14.37,16180,4.43,9.85,16.35,0.2,2.43,0.873316413,1500,0.06,16.75,1.03,0.2
751,400020.035,7073396.873,848.9958868,53.01,in,ANDE_LOWER,38.6,23.86,29995,5.06,3,26.1,0.4,2.54,0.873316413,1100,0.1,18.95,0.77,0.1
752,400021.4738,7073397.113,845.5520474,52.48,in,ANDE_LOWER,34.7,21.87,26275,4.91,3.24,24.9,0.4,2.96,0.873316413,1200,0.01,19.25,0.78,0.1
753,400021.8588,7073397.177,844.6313344,52.48,in,ANDE_LOWER,34.7,21.87,26275,4.91,3.24,24.9,0.4,2.96,0.873316413,1200,0.01,19.25,0.78,0.1
754,400023.8469,7073397.505,839.8810388,42.71,in,ANDE_LOWER,23.4,15.44,13373,6.89,2.73,16.45,0.5,3.04,0.873316413,1500,0.06,21.9,1.09,0.2
755,400024.2324,7073397.568,838.9605521,42.71,in,ANDE_LOWER,23.4,15.44,13373,6.89,2.73,16.45,0.5,3.04,0.873316413,1500,0.06,21.9,1.09,0.3
756,400025.2394,7073397.733,836.558244,55.07,in,ANDE_LOWER,34.5,22.94,25453,4.7,3.41,25.1,0.7,3.26,0.873316413,1600,0.11,18.3,0.76,0.3
757,400025.5096,7073397.777,835.9139855,55.07,in,ANDE_LOWER,34.5,22.94,25453,4.7,3.41,25.1,0.7,3.26,0.873316413,1600,0.11,18.3,0.76,0.2
761,400037.6014,7073257.081,966.6101093,62.62,out,ANDE_UPPER,3.3,9.85,853,6.57,3.47,11,0.9,1.08,0.873316413,2000,0.45,21.9,1.5,1
762,400041.7678,7073258.7,957.6646865,39.82,out,ANDE_UPPER,7.8,15.14,3890,5.04,2,15.75,0.3,0.84,0.873316413,1800,0.51,22.2,1.19,2
764,400046.51,7073260.487,947.5647217,65.6,in,VLCL_TOP,17.2,25.69,4659,4.33,3.05,25.9,0.8,2.85,0.873316413,1000,0.02,16.5,0.39,2
765,400046.9308,7073260.644,946.6712553,65.6,in,VLCL_TOP,17.2,25.69,4659,4.33,3.05,25.9,0.8,2.85,0.873316413,1000,0.02,16.5,0.39,1
766,400047.4359,7073260.832,945.5991606,65.98,in,VLCL_TOP,35.7,47.08,12290,2.13,2.83,42.9,0.2,1.5,0.873316413,400,0.01,8.98,0.26,1
767,400062.4489,7073266.374,913.8157515,68.11,in,VLCL_BOTTOM,67.9,48.25,73758,1.43,2.51,49,0.1,1.56,0.873316413,500,0.29,7.95,0.28,0.2
768,400062.6495,7073266.448,913.3914898,68.11,in,VLCL_BOTTOM,67.9,48.25,73758,1.43,2.51,49,0.1,1.56,0.873316413,500,0.29,7.95,0.28,0.2
769,400063.0357,7073266.59,912.5742073,68.11,in,VLCL_BOTTOM,67.9,48.25,73758,1.43,2.51,49,0.1,1.56,0.873316413,500,0.29,7.95,0.28,0.1
770,400070.1317,7073269.167,897.5716443,57.59,in,VLCL_BOTTOM,33.2,22.56,22793,3.43,8.67,25.2,0.3,2.8,0.873316413,1000,0.1,13.8,0.57,0.3
771,400070.3543,7073269.247,897.1029119,57.59,in,VLCL_BOTTOM,33.2,22.56,22793,3.43,8.67,25.2,0.3,2.8,0.873316413,1000,0.1,13.8,0.57,0.5
772,400070.664,7073269.357,896.4512303,57.59,in,VLCL_BOTTOM,33.2,22.56,22793,3.43,8.67,25.2,0.3,2.8,0.873316413,1000,0.1,13.8,0.57,0.1
773,399858.678,7073125.559,858.1474376,64.68,in,VLCL_TOP,55,43.12,55325,2.11,0.98,44.2,0.3,1.93,0.873316413,300,0.82,11.65,0.09,6
774,399858.1017,7073125.45,854.190651,67.33,in,VLCL_TOP,52.09,44.71,49098,1.34,0.92,41.8,0.2,1.25,0.873316413,300,2.09,13.55,0.05,6
775,399857.0129,7073125.242,846.6971948,63.54,in,VLCL_TOP,17.9,20.82,15365,3.38,2,22.4,0.7,1.14,0.873316413,300,2.46,21.6,0.1,6
776,399856.8698,7073125.215,845.7078831,63.54,in,VLCL_TOP,17.9,20.82,15365,3.38,2,22.4,0.7,1.14,0.873316413,300,2.46,21.6,0.1,0
777,399855.9699,7073125.032,839.4195713,60.18,in,VLCL_TOP,8.2,11.69,8200,5.38,3.58,14.8,0.7,1.56,0.873316413,400,1.14,23.5,0.17,0
778,399855.9299,7073125.024,839.1375125,60.18,in,VLCL_TOP,8.2,11.69,8200,5.38,3.58,14.8,0.7,1.56,0.873316413,400,1.14,23.5,0.17,0
779,399855.8438,7073125.005,838.528845,60.18,in,VLCL_TOP,8.2,11.69,8200,5.38,3.58,14.8,0.7,1.56,0.873316413,400,1.14,23.5,0.17,4
780,399855.7341,7073124.982,837.7518996,60.18,in,VLCL_TOP,8.2,11.69,8200,5.38,3.58,14.8,0.7,1.56,0.873316413,400,1.14,23.5,0.17,0
781,399855.044,7073124.839,832.8977817,66.36,in,VLCL_TOP,35.5,32.38,33613,3.84,3.62,33.4,0.5,2.89,0.873316413,600,0.35,13.3,0.24,0
782,399854.9088,7073124.813,831.9578403,66.36,in,VLCL_TOP,35.5,32.38,33613,3.84,3.62,33.4,0.5,2.89,0.873316413,600,0.35,13.3,0.24,0
783,399854.8402,7073124.799,831.4829482,66.36,in,VLCL_TOP,35.5,32.38,33613,3.84,3.62,33.4,0.5,2.89,0.873316413,600,0.35,13.3,0.24,0
784,399854.1954,7073124.679,827.0613465,64.53,in,VLCL_TOP,38.7,32.07,33098,2.85,6.31,32.8,0.4,1.76,0.873316413,300,0.6,11.35,0.12,0
785,399854.0501,7073124.653,826.072295,64.53,in,VLCL_TOP,38.7,32.07,33098,2.85,6.31,32.8,0.4,1.76,0.873316413,300,0.6,11.35,0.12,0
786,399853.085,7073124.483,819.4797251,66.51,in,VLCL_TOP,23.8,24.78,16468,4.54,2.92,24.3,0.4,2.39,0.873316413,600,0.12,17.25,0.29,0
787,399853.0366,7073124.475,819.1483409,66.51,in,VLCL_TOP,23.8,24.78,16468,4.54,2.92,24.3,0.4,2.39,0.873316413,600,0.12,17.25,0.29,0
788,399852.9724,7073124.464,818.7081403,66.51,in,VLCL_TOP,23.8,24.78,16468,4.54,2.92,24.3,0.4,2.39,0.873316413,600,0.12,17.25,0.29,0
789,399852.9074,7073124.453,818.2629894,66.51,in,VLCL_TOP,23.8,24.78,16468,4.54,2.92,24.3,0.4,2.39,0.873316413,600,0.12,17.25,0.29,0
790,399852.8396,7073124.441,817.7980495,66.51,in,VLCL_TOP,23.8,24.78,16468,4.54,2.92,24.3,0.4,2.39,0.873316413,600,0.12,17.25,0.29,0
791,399852.4817,7073124.38,815.334674,65.98,in,VLCL_TOP,23.2,25.38,16155,4.65,3.65,24.4,0.5,3.16,0.873316413,700,0.1,16.45,0.25,0
792,399852.4015,7073124.366,814.7806093,65.98,in,VLCL_TOP,23.2,25.38,16155,4.65,3.65,24.4,0.5,3.16,0.873316413,700,0.1,16.45,0.25,0
793,399852.3308,7073124.354,814.2908396,65.98,in,VLCL_TOP,23.2,25.38,16155,4.65,3.65,24.4,0.5,3.16,0.873316413,700,0.1,16.45,0.25,0
794,399852.2809,7073124.345,813.9445287,65.98,in,VLCL_TOP,23.2,25.38,16155,4.65,3.65,24.4,0.5,3.16,0.873316413,700,0.1,16.45,0.25,0
795,399852.2481,7073124.34,813.7169489,65.98,in,VLCL_TOP,23.2,25.38,16155,4.65,3.65,24.4,0.5,3.16,0.873316413,700,0.1,16.45,0.25,0
796,399851.8607,7073124.272,811.0154282,46.22,in,VLCL_TOP,13.3,11.4,7691,6.28,1.65,12,0.5,2.07,0.873316413,1400,0.05,25.8,0.92,0
797,399851.7196,7073124.247,810.0257466,46.22,in,VLCL_TOP,13.3,11.4,7691,6.28,1.65,12,0.5,2.07,0.873316413,1400,0.05,25.8,0.92,0
798,399846.3496,7073123.427,771.9210915,69.72,in,VLCL_TOP,53.4,43.93,60863,2.93,1.51,42.8,0.5,2.05,0.873316413,700,0.28,9.55,0.42,0.2
799,399846.2811,7073123.417,771.4258999,69.72,in,VLCL_TOP,53.4,43.93,60863,2.93,1.51,42.8,0.5,2.05,0.873316413,700,0.28,9.55,0.42,0.1
800,399846.1909,7073123.404,770.7722276,69.72,in,VLCL_TOP,53.4,43.93,60863,2.93,1.51,42.8,0.5,2.05,0.873316413,700,0.28,9.55,0.42,0
801,399846.1227,7073123.394,770.2770067,69.72,in,VLCL_TOP,53.4,43.93,60863,2.93,1.51,42.8,0.5,2.05,0.873316413,700,0.28,9.55,0.42,0
802,399846.0498,7073123.384,769.7471065,67.73,in,VLCL_TOP,32.8,30.25,33140,2.65,2.21,31,0.1,2.26,0.873316413,1300,0.34,17.95,0.22,0
803,399845.9137,7073123.364,768.7566003,67.73,in,VLCL_TOP,32.8,30.25,33140,2.65,2.21,31,0.1,2.26,0.873316413,1300,0.34,17.95,0.22,2
804,399845.3272,7073123.278,764.4724183,67.66,in,ANLT,9,21.28,7640,6.18,2.31,21,2.1,3.01,0.873316413,700,0.51,18.75,0.81,0
805,399845.2119,7073123.261,763.6304381,67.66,in,ANLT,9,21.28,7640,6.18,2.31,21,2.1,3.01,0.873316413,700,0.51,18.75,0.81,0
806,399845.0763,7073123.241,762.6398733,67.66,in,ANLT,9,21.28,7640,6.18,2.31,21,2.1,3.01,0.873316413,700,0.51,18.75,0.81,0
807,399843.9095,7073123.07,754.1160632,47.14,in,ANLT,2.1,14.14,1003,6.18,4.67,14.85,0.7,3.75,0.873316413,700,1.59,18.35,0.78,0.2
808,399843.7983,7073123.054,753.3038001,47.14,in,ANLT,2.1,14.14,1003,6.18,4.67,14.85,0.7,3.75,0.873316413,700,1.59,18.35,0.78,0
809,399843.677,7073123.036,752.4172446,47.14,in,ANLT,2.1,14.14,1003,6.18,4.67,14.85,0.7,3.75,0.873316413,700,1.59,18.35,0.78,0.5
810,399843.3332,7073122.986,749.9061628,50.27,in,ANLT,2.5,14.44,1208,6.4,4.27,15,0.8,4.7,0.873316413,600,0.66,18.55,0.79,0
811,399843.1976,7073122.966,748.915598,50.27,in,ANLT,2.5,14.44,1208,6.4,4.27,15,0.8,4.7,0.873316413,600,0.66,18.55,0.79,0
812,399842.7101,7073122.895,745.3545176,56.6,in,ANLT,2.8,16.11,2341,6.47,3.2,16.85,1.4,4.37,0.873316413,800,0.15,19.05,0.73,0
813,399842.5745,7073122.875,744.3639528,56.6,in,ANLT,2.8,16.11,2341,6.47,3.2,16.85,1.4,4.37,0.873316413,800,0.15,19.05,0.73,0
814,399842.4762,7073122.86,743.6457933,65.97,in,ANLT,16.78,25.34,15838,4.84,2.04,24.5,0.4,3.81,0.873316413,800,0.35,17.75,0.52,0
815,399842.3677,7073122.845,742.8533415,65.97,in,ANLT,16.78,25.34,15838,4.84,2.04,24.5,0.4,3.81,0.873316413,800,0.35,17.75,0.52,0
816,399842.3237,7073122.838,742.5314079,65.97,in,ANLT,16.78,25.34,15838,4.84,2.04,24.5,0.4,3.81,0.873316413,800,0.35,17.75,0.52,0.5
817,399842.2877,7073122.833,742.2689082,68.04,in,ANLT,60.4,46.67,71205,1.85,2.19,46.8,0.2,1.42,0.873316413,400,0.18,8.87,0.19,0.5
818,399842.1976,7073122.82,741.6101826,68.04,in,ANLT,60.4,46.67,71205,1.85,2.19,46.8,0.2,1.42,0.873316413,400,0.18,8.87,0.19,0
819,399842.0843,7073122.803,740.783061,68.04,in,ANLT,60.4,46.67,71205,1.85,2.19,46.8,0.2,1.42,0.873316413,400,0.18,8.87,0.19,0
820,399842.0389,7073122.796,740.4512218,68.04,in,ANLT,60.4,46.67,71205,1.85,2.19,46.8,0.2,1.42,0.873316413,400,0.18,8.87,0.19,0
821,399841.4626,7073122.712,736.2413214,63.69,in,ANLT,2.6,16.42,1452,6.52,3.47,16.8,2.7,2.68,0.873316413,700,0.26,20.4,0.7,0
822,399841.405,7073122.704,735.8203314,63.69,in,ANLT,2.6,16.42,1452,6.52,3.47,16.8,2.7,2.68,0.873316413,700,0.26,20.4,0.7,0
823,399841.2897,7073122.687,734.9783513,63.69,in,ANLT,2.6,16.42,1452,6.52,3.47,16.8,2.7,2.68,0.873316413,700,0.26,20.4,0.7,0
824,399840.8117,7073122.617,731.4866104,55.87,in,VLCL_BOTTOM,2,13.38,1314,5.79,5.06,14.5,1.1,3.35,0.873316413,500,0.33,19.2,0.4,0
825,399840.6761,7073122.597,730.4960456,55.87,in,VLCL_BOTTOM,2,13.38,1314,5.79,5.06,14.5,1.1,3.35,0.873316413,500,0.33,19.2,0.4,0
826,399840.3866,7073122.554,728.3811898,58.08,in,VLCL_BOTTOM,10.4,19.46,6690,5.6,4.34,20.4,0.9,3.64,0.873316413,900,0.18,17,0.68,0.5
827,399840.329,7073122.546,727.9601997,58.08,in,VLCL_BOTTOM,10.4,19.46,6690,5.6,4.34,20.4,0.9,3.64,0.873316413,900,0.18,17,0.68,0.1
828,399840.2049,7073122.528,727.053833,58.08,in,VLCL_BOTTOM,10.4,19.46,6690,5.6,4.34,20.4,0.9,3.64,0.873316413,900,0.18,17,0.68,0
829,399840.0904,7073122.511,726.2168057,60.06,in,VLCL_BOTTOM,29.5,31.31,19795,3.09,5.51,31.9,0.8,1.76,0.873316413,500,0.22,11.55,0.34,0
830,399840.0226,7073122.501,725.7215233,60.06,in,VLCL_BOTTOM,29.5,31.31,19795,3.09,5.51,31.9,0.8,1.76,0.873316413,500,0.22,11.55,0.34,0
831,399839.9439,7073122.49,725.1469957,60.06,in,VLCL_BOTTOM,29.5,31.31,19795,3.09,5.51,31.9,0.8,1.76,0.873316413,500,0.22,11.55,0.34,0
832,399839.6158,7073122.442,722.7498289,67.48,in,VLCL_BOTTOM,62.4,48.19,67973,1.87,1.93,50.1,0.1,1.36,0.873316413,600,0.45,7.6,0.2,0.1
833,399839.5954,7073122.439,722.6012442,67.48,in,VLCL_BOTTOM,62.4,48.19,67973,1.87,1.93,50.1,0.1,1.36,0.873316413,600,0.45,7.6,0.2,0.1
834,399839.5534,7073122.432,722.2941691,67.48,in,VLCL_BOTTOM,62.4,48.19,67973,1.87,1.93,50.1,0.1,1.36,0.873316413,600,0.45,7.6,0.2,0.1
835,399839.4178,7073122.413,721.3036043,67.48,in,VLCL_BOTTOM,62.4,48.19,67973,1.87,1.93,50.1,0.1,1.36,0.873316413,600,0.45,7.6,0.2,1.5
836,399839.2456,7073122.387,720.045587,69.28,in,VLCL_BOTTOM,34.45,36.22,29770,3.41,3.52,35.7,1,2.27,0.873316413,800,0.73,12.75,0.36,1.5
837,399839.11,7073122.368,719.0550222,69.28,in,VLCL_BOTTOM,34.45,36.22,29770,3.41,3.52,35.7,1,2.27,0.873316413,800,0.73,12.75,0.36,4
838,399838.7574,7073122.316,716.4795538,61.72,in,VLCL_BOTTOM,7.9,22.19,5496,4.49,4.93,22,0.9,2.37,0.873316413,700,0.26,15.95,0.42,0
839,399838.6218,7073122.296,715.488989,61.72,in,VLCL_BOTTOM,7.9,22.19,5496,4.49,4.93,22,0.9,2.37,0.873316413,700,0.26,15.95,0.42,0.1
840,399838.1988,7073122.234,712.3984268,65.36,in,VLCL_BOTTOM,47.6,43.32,44683,2.04,2.61,44.8,0.2,1.8,0.873316413,500,0.71,8.49,0.18,0
841,399838.1547,7073122.228,712.0764932,65.36,in,VLCL_BOTTOM,47.6,43.32,44683,2.04,2.61,44.8,0.2,1.8,0.873316413,500,0.71,8.49,0.18,0
